1.260000000000000009e+00,-2.700000000000000178e-01
1.449999999999999956e+00,-6.899999999999999467e-01
2.177999999999999936e+00,-1.199999999999999956e+00
2.177999999999999936e+00,-1.292999999999999927e+00
2.282999999999999918e+00,-1.560000000000000053e+00
2.463031420000000082e+00,-1.374712640000000041e+00
2.700000000000000178e+00,-1.419999999999999929e+00
2.673999999999999932e+00,-1.237499999999999822e+00
2.600000000000000089e+00,-1.100000000000000089e+00
2.729999999999999982e+00,-4.551724100000000273e-01
2.729999999999999982e+00,4.551724100000000273e-01
2.600000000000000089e+00,1.100000000000000089e+00
2.673999999999999932e+00,1.237499999999999822e+00
2.700000000000000178e+00,1.419999999999999929e+00
2.463031420000000082e+00,1.374712640000000041e+00
2.282999999999999918e+00,1.560000000000000053e+00
2.177999999999999936e+00,1.292999999999999927e+00
2.177999999999999936e+00,1.199999999999999956e+00
1.449999999999999956e+00,6.899999999999999467e-01
1.260000000000000009e+00,2.700000000000000178e-01
