3.120000000000000107e+00,5.205847158116720941e-01
2.839999999999999858e+00,7.205847158116720497e-01
2.839999999999999858e+00,1.527812925034501612e+00
2.457188644323658355e+00,1.669999999999999929e+00
2.192433895134773270e+00,1.669999999999999929e+00
2.106707548734380708e+00,1.444968340698969733e+00
1.365248864099985138e+00,8.838644712459140518e-01
1.199999999999999956e+00,2.756478252518470562e-01
1.199999999999999956e+00,-2.756478252518470562e-01
1.365248864099985360e+00,-8.838644712459141628e-01
2.106707548734380708e+00,-1.444968340698969733e+00
2.192433895134773270e+00,-1.669999999999999929e+00
2.457188644323658355e+00,-1.669999999999999929e+00
2.839999999999999858e+00,-1.527812925034501612e+00
2.839999999999999858e+00,-7.205847158116720497e-01
3.120000000000000107e+00,-5.205847158116720941e-01
